4023.214767418489	0.0
4023.5996694235546	0.0
4023.9844700907124	498.5933532714844
4024.369169490137	390.8550109863281
4024.75376769202	300.1777038574219
4025.1382647665378	284.45709228515625
4025.522660783876	287.9192810058594
4025.9069558142164	274.7224426269531
4026.2911499277398	259.9314880371094
4026.6752431946334	271.52264404296875
4027.0592356850757	259.7780456542969
4027.4431274692524	272.9481201171875
4027.826918617344	340.6129150390625
4028.2106091995356	323.2960510253906
4028.59419928601	395.8910217285156
4028.977688946943	503.4018249511719
4029.3610782525247	1030.0789794921875
4029.7443672729423	2032.0362548828125
4030.127556078367	2731.333984375
4030.5106447389844	2950.708984375
4030.893633324984	3014.580078125
4031.2765219065404	3044.230712890625
4031.659310553843	2923.27001953125
4032.0419993370706	2363.0498046875
4032.4245883264066	1305.37548828125
4032.8070775920314	605.0441284179688
4033.1894672041344	438.22479248046875
4033.5717572328977	360.2242736816406
4033.953947748494	351.01202392578125
4034.336038821113	277.32342529296875
4034.7180305209386	249.32997131347656
4035.0999229181507	235.17381286621094
4035.4817160829352	247.0579376220703
4035.8634100854724	240.0437774658203
4036.245004995948	201.76625061035156
4036.6265008845385	184.0270538330078
4037.0078978214333	205.902099609375
4037.389195876809	220.4071044921875
4037.7703951208587	211.88156127929688
4038.1514956237515	204.6992950439453
4038.5324974556825	186.05699157714844
4038.913400686828	203.64016723632812
4039.2942053873667	187.55587768554688
4039.6749116274896	217.83534240722656
4040.055519477375	207.1024932861328
4040.436029007211	209.60525512695312
4040.8164402871716	218.46743774414062
4041.196753387445	234.75030517578125
4041.5769683782146	242.59811401367188
4041.957085329659	251.85244750976562
4042.337104311966	257.4624938964844
4042.7170253953154	273.6032409667969
4043.0968486498914	262.0015563964844
4043.4765741458777	233.77560424804688
4043.856201953451	227.2502899169922
4044.235732142799	212.02137756347656
4044.615164784105	193.0406951904297
4044.9944999475556	218.55162048339844
4045.3737377033212	239.29812622070312
4045.752878121595	226.09945678710938
4046.131921272554	219.34854125976562
4046.5108672263887	233.22607421875
4046.8897160532742	240.14263916015625
4047.2684678233945	257.0457763671875
4047.647122606937	269.9143981933594
4048.02568047408	268.36346435546875
4048.404141495006	279.1688232421875
4048.782505739904	307.2508239746094
4049.160773278949	370.629150390625
4049.5389441823245	454.0444641113281
4049.91701852022	513.33642578125
4050.2949963628143	649.35302734375
4050.672877780291	1174.095458984375
4051.0506628428284	2594.095703125
4051.428351620614	4812.21435546875
4051.8059441838304	5948.52490234375
4052.183440602659	6296.91162109375
4052.5608409472807	6252.74072265625
4052.9381452878824	6109.78369140625
