3782.0030718040052	3.0
3782.4839164753653	4.0
3782.9647544266772	2.0
3783.4455856504155	2.0
3783.9264101390536	1.0
3784.4072278850695	0.0
3784.8880388809366	0.0
3785.3688431191285	0.0
3785.8496405921237	1.0
3786.3304312923947	0.0
3786.811215212417	0.0
3787.2919923446666	1.0
3787.772762681617	1.0
3788.2535262157453	1.0
3788.7342829395257	0.0
3789.2150328454313	1.0
3789.6957759259403	1.0
3790.176512173526	0.0
3790.6572415806636	1.0
3791.137964139829	0.0
3791.6186798434956	1.0
3792.09938868414	1.0
3792.580090654237	1.0
3793.060785746261	2.0
3793.541473952688	1.0
3794.0221552659928	0.0
3794.5028296786495	1.0
3794.983497183134	0.0
3795.4641577719212	1.0
3795.944811437487	0.0
3796.4254581723053	1.0
3796.9060979688506	1.0
3797.3867308196	0.0
3797.8673567170276	1.0
3798.347975653607	1.0
3798.828587621816	1.0
3799.3091926141274	1.0
3799.789790623018	1.0
3800.270381640961	2.0
3800.750965660433	2.0
3801.2315426739087	0.0
3801.712112673863	2.0
3802.19267565277	1.0
3802.673231603107	1.0
3803.1537805173475	1.0
3803.634322387966	2.0
3804.1148572074394	2.0
3804.595384968241	5.0
3805.075905662847	4.0
3805.556419283733	4.0
3806.0369258233713	3.0
3806.51742527424	1.0
3806.997917628813	1.0
3807.478402879565	0.0
3807.9588810189716	2.0
3808.439352039507	0.0
3808.919815933648	0.0
3809.400272693869	1.0
3809.880722312643	4.0
3810.3611647824478	4.0
3810.8416000957577	4.0
3811.3220282450466	5.0
3811.802449222791	3.0
3812.2828630214644	1.0
3812.763269633544	2.0
3813.243669051504	0.0
3813.7240612678183	2.0
3814.2044462749636	0.0
3814.684824065414	1.0
3815.1651946316438	0.0
3815.6455579661306	1.0
3816.125914061346	0.0
3816.6062629097687	0.0
3817.086604503872	1.0
3817.56693883613	1.0
3818.0472658990193	2.0
3818.527585685015	0.0
3819.00789818659	1.0
3819.488203396222	3.0
3819.9685013063854	1.0
3820.448791909554	1.0
3820.929075198205	1.0
3821.4093511648107	2.0
3821.8896198018488	3.0
3822.369881101793	1.0
3822.8501350571178	1.0
3823.3303816603	1.0
3823.810620903814	2.0
3824.2908527801337	2.0
3824.771077281736	1.0
3825.2512944010937	2.0
3825.7315041306842	1.0
3826.211706462982	3.0
3826.6919013904603	2.0
3827.1720889055964	3.0
3827.652269000865	4.0
3828.1324416687394	2.0
3828.6126069016973	3.0
3829.0927646922114	1.0
3829.572915032759	0.0
3830.0530579158135	1.0
3830.53319333385	1.0
3831.0133212793444	2.0
3831.493441744771	2.0
3831.9735547226055	2.0
3832.4536602053226	1.0
3832.933758185397	3.0
3833.413848655305	0.0
3833.893931607521	0.0
3834.3740070345193	2.0
3834.854074928776	3.0
3835.334135282766	6.0
3835.8141880889634	5.0
3836.2942333398446	6.0
3836.7742710278844	5.0
3837.2543011455564	4.0
3837.7343236853376	2.0
3838.2143386397015	1.0
3838.6943460011253	2.0
3839.174345762082	1.0
3839.6543379150467	2.0
3840.134322452496	2.0
3840.614299366904	2.0
3841.094268650745	2.0
3841.574230296496	1.0
3842.05418429663	2.0
3842.5341306436235	3.0
3843.014069329952	2.0
3843.494000348088	3.0
3843.9739236905093	2.0
3844.45383934969	2.0
3844.933747318104	2.0
3845.4136475882283	3.0
3845.8935401525364	3.0
3846.373425003505	4.0
3846.853302133608	3.0
